,Personal Info,,,,,,soft_skills,,,,academic skills,,,,,,,,,,,,,,Influencing Factor,Prefer Job
Date,name,e-mail,gender,year,cgpa,university_name,Critical Thinking,Problem Solving,Team Work,Communication Skill,Software Engineering Principal,Data Structure & Algorithm,Database Management,Data Analysis,Web Developing Skill,Understanding of computer architecture & System,Understanding Operating System,Networking Concept,Cyber Security,Maching Learning,Robotics,Research Skill,publication,project,Influencing Factor,Prefer Job
2024-04-24 13:22,,,Female,4th,3.66,Patuakhali  Science and technology university (PSTU),Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,0,3,Job Environment,"Software Development,Cyber Security,ML/AI Engineer,Abroad"
2024-04-24 13:51,,,Male,4th,3.21,Rajshahi University of Engineering & Technology (RUET),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,0,2,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,Teaching,Business"
2024-04-24 16:01,,,Male,4th,3.66,Patuakhali  Science and technology university (PSTU),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Advance,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,0,3,"Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer,Researcher,Abroad"
2024-04-24 16:27,,,Female,3rd,,Patuakhali  Science and technology university (PSTU),Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,"Social Acceptance,Job Security","Teaching,BCS,Govt Job"
2024-04-24 16:30,,,Female,4th,3.8,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,1,4,"Social Acceptance,Job Security","Teaching,Bank Job"
2024-04-24 16:39,,,Male,4th,3.13,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,,,,,,,,,,,0,1,,"Software Development,Other"
2024-04-24 16:57,,,Female,4th,3.61,University of Chittagong (CU),Advance,Basic,Intermediate,Basic,Basic,Basic,Basic,,Basic,,,,,,,,,,Social Acceptance,"Bank Job,Govt Job"
2024-04-24 16:58,,,Male,2nd,3.65,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Basic,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Advance,Basic,Basic,Basic,Basic,0,3,"Social Acceptance,Job Environment,Salary",Software Development
2024-04-24 19:37,,,Female,4th,3.21,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Advance,Advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Advance,Advance,Intermediate,Basic,Intermediate,Basic,Intermediate,Basic,Basic,0,5,"Job Environment,Salary","Software Development,Data Analysis"
2024-04-24 19:46,,,Male,3rd,3.54,Hajee Mohammad Danesh Science & Technology University (HMDSTU),,,,,,,,,,,,,,,,,,,,
2024-04-24 19:48,,,Male,3rd,3.5,"Independent University, Bangladesh (IUB)",Basic,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,,,,0,3,"Job Environment,Salary,flaxible Work Life Balanced","Software Development,Management,Business"
2024-04-24 19:50,,,Male,4th,1.75,"Independent University, Bangladesh (IUB)",Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,0,"Salary,Job Environment",Software Development
2024-04-24 20:06,,,Male,3rd,3.37,University of Chittagong (CU),Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,0,1,"Social Acceptance,Job Security,flaxible Work Life Balanced","Management,Bank Job,BCS,Govt Job"
2024-04-24 20:27,,,Female,4th,3.92,"Independent University, Bangladesh (IUB)",Intermediate,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Advance,2,2,"Job Environment,flaxible Work Life Balanced","Cyber Security,Abroad"
2024-04-24 20:38,,,Male,4th,3.43,"Independent University, Bangladesh (IUB)",Basic,Basic,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Advance,Intermediate,Basic,Intermediate,Basic,0,1,Salary,Networking
2024-04-24 21:04,,,Male,4th,3.72,"Independent University, Bangladesh (IUB)",Advance,Advance,Advance,Advance,Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Basic,Basic,Advance,Basic,Advance,2,4,"Job Environment,Salary","Data Analysis,ML/AI Engineer,Abroad"
2024-04-24 21:12,,,Male,4th,3.67,"Independent University, Bangladesh (IUB)",Intermediate,Advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Advance,0,0,"Salary,Job Environment",Software Development
2024-04-24 21:40,,,Female,4th,3.3,University of Rajshahi (RU),Intermediate,Advance,Advance,Intermediate,Intermediate,Advance,Intermediate,Basic,Advance,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,1,Salary,Software Development
2024-04-24 22:39,,,Male,4th,3.43,University of Rajshahi (RU),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Basic,Intermediate,0,5,Salary,Software Development
2024-04-24 22:39,,,Female,4th,3.49,University of Rajshahi (RU),Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Advance,Intermediate,Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,,Basic,0,5,"Job Environment,Salary","Software Development,Cyber Security,Business"
2024-04-24 22:51,,,Female,2nd,2.83,Jahangirnagar University (JU),Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,1,"Job Security,Job Environment,flaxible Work Life Balanced","Cyber Security,Business,Abroad"
2024-04-25 00:18,,,Male,2nd,2.98,"Independent University, Bangladesh (IUB)",Intermediate,Intermediate,Advance,Intermediate,Basic,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Intermediate,Intermediate,,Intermediate,1,1,"Job Security,Job Environment","Software Development,Cyber Security,Data Analysis,Management"
2024-04-25 00:23,,,Male,3rd,3.2,University of Rajshahi (RU),Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Intermediate,Basic,1,2,"Social Acceptance,Job Security","Software Development,Networking,Cyber Security,Data Analysis"
2024-04-25 00:31,,,Male,4th,3.16,University of Rajshahi (RU),Basic,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Advance,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,1,1,"Social Acceptance,Job Security","Software Development,Cyber Security,Data Analysis"
2024-04-25 00:38,,,Male,4th,2.92,Jahangirnagar University (JU),Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Advance,2,2,Social Acceptance,Software Development
2024-04-25 00:40,,,Male,4th,3.22,Jahangirnagar University (JU),Advance,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Advance,3,1,flaxible Work Life Balanced,Abroad
2024-04-25 09:16,,,Female,4th,1.6,Jahangirnagar University (JU),Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Advance,Basic,Basic,Basic,Basic,Basic,Intermediate,Basic,Basic,0,2,Job Security,ML/AI Engineer
2024-04-25 10:49,,,Male,4th,3.41,University of Chittagong (CU),Intermediate,Advance,Intermediate,Basic,Basic,Advance,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,1,"Salary,flaxible Work Life Balanced","Software Development,ML/AI Engineer"
2024-04-25 13:22,,,Female,4th,3.5,Faridpur Engineering College,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,"Salary,Job Environment
","Software Development,Abroad"
2024-04-25 13:55,,,Male,4th,0,United International University (UIU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,0,2,Salary,Software Development
2024-04-25 14:49,,,Male,4th,3.4,Faridpur Engineering College,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,1,3,"Salary,flaxible Work Life Balanced","Software Development,Data Analysis"
2024-04-25 14:53,,,Male,4th,3.17,Comilla University (CoU),Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Intermediate,,Basic,Basic,1,1,Social Acceptance,"Bank Job,Govt Job"
2024-04-25 17:31,,,Male,4th,3.58,Comilla University (CoU),Intermediate,Intermediate,Intermediate,Advance,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,0,6,"Salary,Job Environment",Software Development
2024-04-25 20:43,,,Female,4th,3.79,Comilla University (CoU),Advance,Advance,Advance,Advance,Intermediate,Intermediate,Basic,Advance,Basic,Intermediate,Basic,Basic,Basic,Intermediate,Basic,Intermediate,2,3,"Salary,flaxible Work Life Balanced",Teaching
2024-04-25 20:46,,,Female,4th,3.72,Comilla University (CoU),Intermediate,Intermediate,Advance,Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,1,1,"Social Acceptance,Job Security,Job Environment,Salary,flaxible Work Life Balanced","Software Development,Teaching"
2024-04-25 21:02,,,Female,4th,3.59,Comilla University (CoU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Basic,Basic,Intermediate,Basic,,Intermediate,Basic,,Intermediate,1,3,"Job Environment,Salary,flaxible Work Life Balanced","Database Administration,Teaching,Abroad"
2024-04-25 21:23,,,Female,4th,3.6,Comilla University (CoU),Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,0,0,flaxible Work Life Balanced,Business
2024-04-25 21:38,,,Male,3rd,3.6,Comilla University (CoU),Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,,,0,2,Social Acceptance,"Software Development,Data Analysis,ML/AI Engineer,Abroad"
2024-04-25 21:39,,,Female,4th,3.47,Comilla University (CoU),Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,,Basic,,0,3,"Job Environment,Salary",Software Development
2024-04-25 22:15,,,Female,3rd,3.5,Comilla University (CoU),Advance,Intermediate,Advance,Advance,Basic,Intermediate,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Intermediate,1,2,"Salary,flaxible Work Life Balanced","Business,Abroad"
2024-04-25 22:41,,,Male,4th,3.2,Daffodil International University (DIU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,1,4,Job Environment,Software Development
2024-04-25 23:50,,,Male,4th,3.64,Comilla University (CoU),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,0,0,"Job Environment,Salary,flaxible Work Life Balanced","Software Development,Networking,Cyber Security"
2024-04-26 05:37,,,Male,4th,3.7,Comilla University (CoU),Intermediate,Advance,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,,Basic,,3,Social Acceptance,Abroad
2024-04-26 08:02,,,Male,4th,3.3,Northern University Bangladesh (NUB),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Basic,Intermediate,Basic,0,3,Job Security,Govt Job
2024-04-26 11:22,,,Female,4th,3.79,Comilla University (CoU),Intermediate,Advance,Advance,Advance,Intermediate,Advance,Intermediate,Intermediate,Advance,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,0,2,"Job Environment,Salary",Software Development
2024-04-26 20:52,,,Male,4th,3.09,American International University-Bangladesh (AIUB),Basic,Intermediate,Basic,Basic,Basic,Basic,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,2,1,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Cyber Security,Data Analysis"
2024-04-26 20:58,,,Male,4th,3.26,American International University-Bangladesh (AIUB),Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Intermediate,Basic,Intermediate,2,3,Job Environment,Abroad
2024-04-26 21:31,,,Male,4th,3.56,American International University-Bangladesh (AIUB),Intermediate,Intermediate,Advance,Advance,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,1,"Salary,Job Environment",Software Development
2024-04-26 23:20,,,Male,4th,3,University of Rajshahi (RU),Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,0,3,Job Security,Other
2024-04-27 01:06,,,Male,4th,3.2,American International University-Bangladesh (AIUB),Basic,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,4,,
2024-04-27 01:07,,,Male,4th,3.4,American International University-Bangladesh (AIUB),Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,,Basic,Basic,Basic,,1,"Salary,flaxible Work Life Balanced",Management
2024-04-27 10:59,,,Male,4th,2.88,Jahangirnagar University (JU),Basic,Advance,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Basic,Basic,Basic,Basic,Basic,0,2,Social Acceptance,Software Development
2024-04-27 14:45,,,Male,4th,3.71,Khulna University (KU),Intermediate,Intermediate,Intermediate,Advance,advance,Advance,Advance,Basic,Advance,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,"Social Acceptance,Job Environment,Salary",Software Development
2024-04-28 11:09,,,Male,4th,3.66,American International University-Bangladesh (AIUB),Basic,Advance,Advance,Advance,advance,Intermediate,Intermediate,Basic,Basic,Basic,,Intermediate,Intermediate,Intermediate,Basic,Basic,0,2,"Job Security,Job Environment,Salary","Software Development,Cyber Security"
2024-04-29 00:21,,,Male,4th,3.57,American International University-Bangladesh (AIUB),Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Advance,Intermediate,Basic,Intermediate,Basic,Basic,,Basic,Basic,2,2,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Cyber Security,Data Analysis"
2024-04-29 00:23,,,Male,4th,3.27,American International University-Bangladesh (AIUB),Basic,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,2,3,"Social Acceptance,Job Security,Job Environment","Software Development,Networking,Cyber Security,Data Analysis"
2024-04-29 00:27,,,Male,4th,3.33,American International University-Bangladesh (AIUB),Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,,,,
2024-04-29 09:07,,,Male,4th,3.2,Jahangirnagar University (JU),Basic,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,3,,
2024-04-29 09:26,,,Male,4th,3.15,Daffodil International University (DIU),Advance,Advance,Advance,Basic,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Basic,Intermediate,Intermediate,0,4,"Salary,Job Environment","Software Development,Networking,Cyber Security"
2024-04-29 09:38,,,Male,4th,3,American International University-Bangladesh (AIUB),Intermediate,Intermediate,Advance,Advance,advance,Intermediate,Advance,Advance,Intermediate,Advance,Advance,Advance,Advance,Advance,Advance,Advance,2,3,"Salary,Job Environment","Software Development,Other"
2024-04-29 09:58,,,Male,4th,3.91,Port City International University (PCIU),Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Basic,Intermediate,Advance,Intermediate,Advance,0,4,"Social Acceptance,Salary,Job Environment","Software Development,ML/AI Engineer,Gaming"
2024-04-29 10:15,,,Male,4th,3.63,Daffodil International University (DIU),Basic,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,0,2,"Salary,Job Environment",Software Development
2024-04-29 19:31,,,Male,4th,3.16,Northern University Bangladesh (NUB),Basic,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Advance,Basic,Basic,Intermediate,Basic,Intermediate,Intermediate,Basic,Intermediate,2,2,"Social Acceptance,Job Security,Job Environment","Networking,Cyber Security"
2024-04-29 22:50,,,Female,4th,3.3,United International University (UIU),Advance,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,,0,1,"Social Acceptance,Job Security,flaxible Work Life Balanced","Bank Job,BCS,Business,Govt Job"
2024-04-29 22:50,,,Male,4th,3.15,American International University-Bangladesh (AIUB),Intermediate,Basic,Advance,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,1,1,flaxible Work Life Balanced,"Software Development,Database Administration,Management"
2024-04-30 12:36,,,Male,4th,3.41,Daffodil International University (DIU),Advance,Intermediate,Advance,Intermediate,advance,Intermediate,Advance,Intermediate,Advance,Intermediate,Advance,Advance,Advance,Intermediate,Intermediate,Intermediate,0,3,"Job Security,Job Environment,Salary","Software Development,Data Analysis"
2024-05-03 11:39,,,Female,3rd,3.52,Rajshahi University of Engineering & Technology (RUET),Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,1,2,"Job Environment,Salary","Software Development,Cyber Security,Abroad"
2024-05-03 11:49,,,Male,3rd,3.54,Rajshahi University of Engineering & Technology (RUET),Advance,Advance,Intermediate,Basic,Intermediate,Intermediate,Basic,Advance,Advance,Basic,Basic,Basic,Basic,Intermediate,Basic,,,2,"Social Acceptance,Job Environment,Salary","Software Development,ML/AI Engineer,Abroad"
2024-05-03 13:58,,,Male,3rd,3.32,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,"Salary,Job Security",Software Development
2024-05-03 14:05,,,Male,3rd,3.71,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,0,2,"Social Acceptance,Job Environment,Salary","Software Development,Abroad"
2024-05-03 14:07,,,Male,3rd,3.69,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,0,2,Salary,Teaching
2024-05-03 14:28,,,Male,3rd,3.25,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,"Social Acceptance,Job Security,Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
2024-05-03 15:12,,,Male,3rd,3,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Intermediate,Basic,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,0,4,"Social Acceptance,Job Environment",Software Development
2024-05-03 21:05,,,Female,4th,3.62,International University of Business Agriculture & Technology (IUBAT),Intermediate,Basic,Basic,Basic,,,,,,,,,Basic,,,,,,Job Security,Cyber Security
2024-05-04 12:50,,,Female,4th,2.93,Daffodil International University (DIU),Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,1,flaxible Work Life Balanced,Other
2024-05-04 14:25,,,Male,4th,3.26,International Islamic University Chittagong (IIUC),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Intermediate,Basic,Basic,0,3,"Social Acceptance,Job Environment","Software Development,Teaching,Govt Job"
2024-05-05 02:07,,,Male,3rd,3.48,Hajee Mohammad Danesh Science & Technology University (HMDSTU),Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,Job Environment,Teaching
2024-06-16 22:14,,,Female,4th,3.66,Khulna University (KU),Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Advance,Advance,Basic,Basic,Basic,,Intermediate,,,1,5,"Job Environment,Salary","Software Development,Data Analysis,ML/AI Engineer"
2024-06-18 21:26,,,Male,4th,3.11,Khulna University (KU),Advance,Intermediate,Intermediate,Basic,Basic,Intermediate,Basic,Intermediate,Advance,Basic,Basic,,,Basic,,,,2,"Salary,flaxible Work Life Balanced","Software Development,BCS"
2024-06-19 20:34,,,Female,4th,3.8,Noakhali Science & Technology University (NSTU),Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,,Basic,1,3,"Job Security,flaxible Work Life Balanced","Teaching,Researcher"
2024-06-19 20:39,,,Male,4th,3.2,East West University (EWU),Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Basic,Basic,Basic,Advance,Intermediate,Intermediate,Basic,Basic,,5,"Job Environment,Salary","Networking,Cyber Security,ML/AI Engineer"
2024-06-24 20:41,,,Female,3rd,2.93,Khulna University (KU),Basic,Basic,Basic,Intermediate,Basic,Basic,Basic,,,Basic,Basic,,,,,,,1,Job Security,"Bank Job,BCS,Govt Job"
2024-06-28 22:28,,,Male,4th,3.35,Shahjalal University of Science & Technology (SUST),Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Basic,Basic,Intermediate,Basic,Basic,Advance,Intermediate,1,5,Salary,"Software Development,Database Administration,ML/AI Engineer"
2024-08-23 15:49,,,Male,4th,3.66,Shahjalal University of Science & Technology (SUST),Advance,Intermediate,Advance,Advance,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,,Intermediate,2,4,"Job Environment,Salary","Networking,Researcher,Abroad"
2024-08-23 15:49,,,Male,4th,2.56,Shahjalal University of Science & Technology (SUST),Advance,Advance,Intermediate,Intermediate,Advance,Advance,Intermediate,Basic,Advance,,Basic,Basic,,Basic,,Intermediate,1,1,"Social Acceptance,Job Environment,Salary",Software Development
2024-08-23 15:49,,,Male,4th,3.66,Shahjalal University of Science & Technology (SUST),Intermediate,Intermediate,Advance,Advance,Intermediate,Intermediate,Basic,Intermediate,Basic,,Intermediate,Advance,,Intermediate,,Basic,,5,"Job Environment,Salary","Software Development,ML/AI Engineer"
2024-08-23 15:49,,,Female,4th,3,Shahjalal University of Science & Technology (SUST),Basic,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,,,1,flaxible Work Life Balanced,"Bank Job,BCS,Govt Job"
2024-08-23 15:49,,,Male,4th,3.07,Shahjalal University of Science & Technology (SUST),Basic,Intermediate,Advance,Intermediate,Advance,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Advance,Intermediate,Basic,,,,4,"Job Environment,Salary",Software Development
2024-08-23 15:49,,,Male,4th,3.66,Shahjalal University of Science & Technology (SUST),Intermediate,Basic,Advance,Advance,Intermediate,Intermediate,Basic,Intermediate,Basic,Intermediate,Intermediate,Advance,Intermediate,Basic,Intermediate,,,4,"Job Environment,Salary","Software Development,ML/AI Engineer"
2024-08-23 23:18,,,Male,4th,3.56,"Islamic University, Bangladesh (IU)",Advance,Advance,Advance,Intermediate,advance,Advance,Advance,Intermediate,Advance,Intermediate,Intermediate,Basic,Basic,Basic,Basic,Basic,0,3,Salary,"Software Development,Database Administration"
2024-08-23 23:20,,,Male,4th,3.88,"Islamic University, Bangladesh (IU)",Advance,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Intermediate,Intermediate,Basic,Basic,Basic,Advance,3,1,Job Security,"Teaching,Bank Job"
2024-08-23 23:22,,,Female,4th,3.9,"Islamic University, Bangladesh (IU)",Advance,Advance,Intermediate,Advance,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Advance,3,1,Job Security,"Teaching,Bank Job"
2024-08-23 23:24,,,Male,4th,2.95,"Islamic University, Bangladesh (IU)",Advance,Advance,Advance,Intermediate,advance,Advance,Basic,Basic,Advance,Intermediate,Advance,Basic,Basic,Basic,Basic,Basic,0,4,"Job Environment,Salary","Software Development,Database Administration"
2024-08-23 23:27,,,Male,4th,3,Shahjalal University of Science & Technology (SUST),Advance,Advance,Advance,Intermediate,advance,Advance,Advance,Intermediate,Advance,Advance,Advance,Advance,Intermediate,Basic,Basic,Basic,0,5,"Job Environment,Salary","Software Development,Networking"
2024-08-23 23:45,,,Male,4th,3.23,Shahjalal University of Science & Technology (SUST),Advance,Intermediate,Intermediate,Intermediate,Intermediate,Advance,Intermediate,Advance,Basic,Basic,Basic,Intermediate,Basic,Advance,,Basic,0,4,"Job Environment,Salary","Data Analysis,ML/AI Engineer"
2024-08-23 23:46,,,Female,4th,2.98,University of Chittagong (CU),Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,0,2,"Social Acceptance,Job Security,Salary,flaxible Work Life Balanced","Bank Job,BCS,Govt Job"
2024-08-23 23:47,,,Male,4th,3.78,Shahjalal University of Science & Technology (SUST),Intermediate,Basic,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Basic,Intermediate,Intermediate,Intermediate,Intermediate,Basic,Basic,Basic,Basic,0,4,"Social Acceptance,Job Environment",Software Development
2024-08-23 18:06,,,Male,4th,2.91,University of Chittagong (CU),Intermediate,Basic,Basic,Basic,,,,,,,,,Basic,,,,,,Job Security,Cyber Security
